-5.76816618589687e-6	4.3799337988992044e-6	3.84829986003121e-6	3.7627837371854697e-6	-4.86320532145377e-7	7.421676802791662e-8	-1.878403423499204e-6	3.406007747359105e-7
5.81193300375019e-6	-4.408683469575225e-6	-3.8797402245727464e-6	-3.7897699985528172e-6	4.945865427251163e-7	-7.889665514673861e-8	1.8922203834858225e-6	-3.3983515978577263e-7
-5.856382736209475e-6	4.437869611567011e-6	3.91164561775142e-6	3.817142385938247e-6	-5.029675572928912e-7	8.363951088598614e-8	-1.9062150745685994e-6	3.390597661226546e-7
5.901531823366385e-6	-4.467502445099293e-6	-3.944026655696208e-6	-3.844909429619982e-6	5.114660415274076e-7	-8.844664255910592e-8	1.9203910328310722e-6	-3.382743994973003e-7
-5.947397241573389e-6	4.497592522564042e-6	3.9768942855218124e-6	3.873079908282379e-6	-5.200845387827648e-7	9.331939979926797e-8	-1.9347518941458344e-6	3.374788624344667e-7
5.993996520018796e-6	-4.52815072764457e-6	-4.01025978643422e-6	-3.9016628782497516e-6	5.288256710665998e-7	-9.825916352832811e-8	1.9493013843135755e-6	-3.3667295141925634e-7
-6.041347775104382e-6	4.559188296183688e-6	4.044134798562486e-6	3.930667658041067e-6	-5.376921268720191e-7	1.0326735701479909e-7	-1.9640433336167075e-6	3.358564567715489e-7
6.089469721988705e-6	-4.5907168298858574e-6	-4.0785313268877536e-6	-3.960103856249444e-6	5.466866829298562e-7	-1.0834544875243863e-7	1.9789816820161896e-6	-3.3502916485699854e-7
-6.138381710350886e-6	4.622748308185094e-6	4.113461758338568e-6	3.989981377897125e-6	-5.558121978187309e-7	1.134949403095595e-7	-1.9941204705502013e-6	3.3419085413016496e-7
6.1881037473490625e-6	-4.655295108408446e-6	-4.148938878738835e-6	-4.0203104316963345e-6	5.650716114299102e-7	-1.1871738319807282e-7	2.009463857441213e-6	-3.333412988553433e-7
-6.238656523570851e-6	4.688370017094976e-6	4.184975888713706e-6	4.051101549608669e-6	-5.744679595130941e-7	1.2401437724395722e-7	-2.0250161154267168e-6	3.324802653332225e-7
6.2900614491769405e-6	-4.721986254294916e-6	-4.221586418318376e-6	-4.08236559190311e-6	5.840043651853593e-7	-1.2938755961432167e-7	2.040781637898593e-6	-3.3160751503727906e-7
-6.342340678514132e-6	4.756157483943426e-6	4.258784547370664e-6	4.114113768052884e-6	-5.936840514823157e-7	1.3483862542637073e-7	-2.0567649448076496e-6	3.307228012555745e-7
6.395517147748021e-6	-4.790897839141143e-6	-4.296584825312005e-6	-4.1463576421221744e-6	6.035103401030851e-7	-1.403693184775148e-7	2.072970680480283e-6	-3.298258704714648e-7
-6.449614609873228e-6	4.8262219417692655e-6	4.3350022847551115e-6	4.179109156575312e-6	-6.134866563134865e-7	1.4598142954137246e-7	-2.089403628353931e-6	3.2891646454657686e-7
6.504657666969324e-6	-4.862144918155729e-6	-4.374052471476994e-6	-4.2123806398732015e-6	6.236165359018791e-7	-1.5167681376431613e-7	2.1060687095158214e-6	-3.279943123488325e-7
-6.560671814191049e-6	4.89868243062491e-6	4.413751458340363e-6	4.2461848253239965e-6	-6.339036237971115e-7	1.574573742235904e-7	-2.1229709838889786e-6	3.270591407702652e-7
6.61768348035649e-6	-4.935850693869284e-6	-4.4541158708398014e-6	-4.280534872599672e-6	6.443516860069919e-7	-1.6332507779155213e-7	2.1401156686294265e-6	-3.261106670595342e-7
-6.675720066011208e-6	4.973666502099296e-6	4.4951629144959095e-6	4.315444374059749e-6	-6.549646065410188e-7	1.692819527643624e-7	-2.157508129887888e-6	3.2514859548013306e-7
6.7348099944360686e-6	-5.01214725741116e-6	-4.536910393868012e-6	-4.350927387518868e-6	6.657463992708356e-7	-1.7533008719358384e-7	2.1751538936786643e-6	-3.2417262914393925e-7
-6.794982761716139e-6	5.051310995278741e-6	4.5793767452398556e-6	4.386998445143495e-6	-6.767012092864564e-7	1.8147164145236866e-7	-2.193058659954469e-6	3.231824586508209e-7
6.856268979191923e-6	-5.0911764142316515e-6	-4.622581061836611e-6	-4.423672576876929e-6	6.878333176534349e-7	-1.8770883841713008e-7	2.211228291140289e-6	-3.2217776135047457e-7
-6.918700435428203e-6	5.131762905867057e-6	4.666543124228612e-6	4.460965337071138e-6	-6.991471525861759e-7	1.940439779962254e-7	-2.2296688375601276e-6	3.211582130794818e-7
6.9823101550531485e-6	-5.173090594313784e-6	-4.7112834313506605e-6	-4.49889281910186e-6	7.106472878859286e-7	-2.004794320271658e-7	2.248386534419518e-6	-3.2012347394008696e-7
-7.047132449873539e-6	5.2151803587562824e-6	4.756823235731801e-6	4.53747168656591e-6	-7.223384557699657e-7	2.0701764959764072e-7	-2.267387805393198e-6	3.1907319316574677e-7
7.113202991933882e-6	-5.258053878919358e-6	-4.803184576263086e-6	-4.5767191942658766e-6	7.342255511493165e-7	-2.136611637290642e-7	2.286679284362267e-6	-3.18007014653539e-7
-7.180558880052064e-6	5.301733678848841e-6	4.850390313329737e-6	4.616653218121126e-6	-7.463136372589353e-7	2.204125879388652e-7	-2.3062678083003286e-6	3.1692456407660565e-7
